q0: BBBBB101111 #101001 $000000000000BBBBB
q1: BBBBB101111 #10100X $000000101111BBBBB
q2: BBBBB101111 #1010XX $000000101111BBBBB
q3: BBBBB101111 #101XXX $000000101111BBBBB
q4: BBBBB101111 #10XXXX $000110100111BBBBB
q5: BBBBB101111 #1XXXXX $000110100111BBBBB
q6: BBBBB101111 #XXXXXX $011110000111BBBBB
